,phrase,lexicon,"polatity, total",polatity positive,"polatity positive, %",polatity negative,"polatity negative, %"
647,"Зеленский сравнил коронавирус с аварией на Чернобыльской АЭС
",SentiRusColl,142,0,0.0,142,100.0
648,"МВД сообщило о 1250 протоколах на нарушителей самоизоляции
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
649,"МВД сообщило о 1250 протоколах на нарушителей самоизоляции
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
650,"МВД сообщило о 1250 протоколах на нарушителей самоизоляции
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
651,"МВД сообщило о 1250 протоколах на нарушителей самоизоляции
",ProductSentiRus,142,0,0.0,142,100.0
652,"МВД сообщило о 1250 протоколах на нарушителей самоизоляции
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
653,"МВД сообщило о 1250 протоколах на нарушителей самоизоляции
",SentiRusColl,142,0,0.0,142,100.0
654,"Экипаж российской атомной подлодки выпустили с карантина из-за вируса
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
655,"Экипаж российской атомной подлодки выпустили с карантина из-за вируса
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
656,"Экипаж российской атомной подлодки выпустили с карантина из-за вируса
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
657,"Экипаж российской атомной подлодки выпустили с карантина из-за вируса
",ProductSentiRus,142,0,0.0,142,100.0
658,"Экипаж российской атомной подлодки выпустили с карантина из-за вируса
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
659,"Экипаж российской атомной подлодки выпустили с карантина из-за вируса
",SentiRusColl,142,0,0.0,142,100.0
660,"Число заболевших коронавирусом в США превысило 200 тыс. человек
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
661,"Число заболевших коронавирусом в США превысило 200 тыс. человек
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
662,"Число заболевших коронавирусом в США превысило 200 тыс. человек
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
663,"Число заболевших коронавирусом в США превысило 200 тыс. человек
",ProductSentiRus,142,0,0.0,142,100.0
664,"Число заболевших коронавирусом в США превысило 200 тыс. человек
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
665,"Число заболевших коронавирусом в США превысило 200 тыс. человек
",SentiRusColl,142,0,0.0,142,100.0
666,"В Петербурге завели дело из-за работы кальянной во время карантина
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
667,"В Петербурге завели дело из-за работы кальянной во время карантина
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
668,"В Петербурге завели дело из-за работы кальянной во время карантина
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
669,"В Петербурге завели дело из-за работы кальянной во время карантина
",ProductSentiRus,142,0,0.0,142,100.0
670,"В Петербурге завели дело из-за работы кальянной во время карантина
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
671,"В Петербурге завели дело из-за работы кальянной во время карантина
",SentiRusColl,142,0,0.0,142,100.0
672,"РЖД разрешили возвращать билеты без сбора из-за COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
673,"РЖД разрешили возвращать билеты без сбора из-за COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
674,"РЖД разрешили возвращать билеты без сбора из-за COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
675,"РЖД разрешили возвращать билеты без сбора из-за COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
676,"РЖД разрешили возвращать билеты без сбора из-за COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
677,"РЖД разрешили возвращать билеты без сбора из-за COVID-19
",SentiRusColl,142,0,0.0,142,100.0
678,"Путин подписал закон об уголовной ответственности за нарушение карантина
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
679,"Путин подписал закон об уголовной ответственности за нарушение карантина
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
680,"Путин подписал закон об уголовной ответственности за нарушение карантина
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
681,"Путин подписал закон об уголовной ответственности за нарушение карантина
",ProductSentiRus,142,0,0.0,142,100.0
682,"Путин подписал закон об уголовной ответственности за нарушение карантина
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
683,"Путин подписал закон об уголовной ответственности за нарушение карантина
",SentiRusColl,142,0,0.0,142,100.0
684,"Глава ВОЗ предупредил об 1 млн зараженных COVID-19 в ближайшие дни
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
685,"Глава ВОЗ предупредил об 1 млн зараженных COVID-19 в ближайшие дни
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
686,"Глава ВОЗ предупредил об 1 млн зараженных COVID-19 в ближайшие дни
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
687,"Глава ВОЗ предупредил об 1 млн зараженных COVID-19 в ближайшие дни
",ProductSentiRus,142,0,0.0,142,100.0
688,"Глава ВОЗ предупредил об 1 млн зараженных COVID-19 в ближайшие дни
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
689,"Глава ВОЗ предупредил об 1 млн зараженных COVID-19 в ближайшие дни
",SentiRusColl,142,0,0.0,142,100.0
690,"Число заболевших COVID-19 в Подмосковье выросло до 177
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
691,"Число заболевших COVID-19 в Подмосковье выросло до 177
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
692,"Число заболевших COVID-19 в Подмосковье выросло до 177
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
693,"Число заболевших COVID-19 в Подмосковье выросло до 177
",ProductSentiRus,142,0,0.0,142,100.0
694,"Число заболевших COVID-19 в Подмосковье выросло до 177
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
695,"Число заболевших COVID-19 в Подмосковье выросло до 177
",SentiRusColl,142,0,0.0,142,100.0
696,"В Петербурге три больницы остановили прием пациентов из-за COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
697,"В Петербурге три больницы остановили прием пациентов из-за COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
698,"В Петербурге три больницы остановили прием пациентов из-за COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
699,"В Петербурге три больницы остановили прием пациентов из-за COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
700,"В Петербурге три больницы остановили прием пациентов из-за COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
701,"В Петербурге три больницы остановили прием пациентов из-за COVID-19
",SentiRusColl,142,0,0.0,142,100.0
702,"Путин утвердил штрафы за нарушение карантина и фейки о коронавирусе
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
703,"Путин утвердил штрафы за нарушение карантина и фейки о коронавирусе
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
704,"Путин утвердил штрафы за нарушение карантина и фейки о коронавирусе
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
705,"Путин утвердил штрафы за нарушение карантина и фейки о коронавирусе
",ProductSentiRus,142,0,0.0,142,100.0
706,"Путин утвердил штрафы за нарушение карантина и фейки о коронавирусе
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
707,"Путин утвердил штрафы за нарушение карантина и фейки о коронавирусе
",SentiRusColl,142,0,0.0,142,100.0
708,"Воробьев назвал срок создания системы выдачи спецпропусков в Подмосковье
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
709,"Воробьев назвал срок создания системы выдачи спецпропусков в Подмосковье
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
710,"Воробьев назвал срок создания системы выдачи спецпропусков в Подмосковье
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
711,"Воробьев назвал срок создания системы выдачи спецпропусков в Подмосковье
",ProductSentiRus,142,0,0.0,142,100.0
712,"Воробьев назвал срок создания системы выдачи спецпропусков в Подмосковье
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
713,"Воробьев назвал срок создания системы выдачи спецпропусков в Подмосковье
",SentiRusColl,142,0,0.0,142,100.0
714,"Умерших от COVID-19 рекомендовали хоронить в закрытых гробах
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
715,"Умерших от COVID-19 рекомендовали хоронить в закрытых гробах
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
716,"Умерших от COVID-19 рекомендовали хоронить в закрытых гробах
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
717,"Умерших от COVID-19 рекомендовали хоронить в закрытых гробах
",ProductSentiRus,142,0,0.0,142,100.0
718,"Умерших от COVID-19 рекомендовали хоронить в закрытых гробах
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
719,"Умерших от COVID-19 рекомендовали хоронить в закрытых гробах
",SentiRusColl,142,0,0.0,142,100.0
720,"Испытания вакцины «Вектора» от коронавируса проведут на 60 добровольцах
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
721,"Испытания вакцины «Вектора» от коронавируса проведут на 60 добровольцах
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
722,"Испытания вакцины «Вектора» от коронавируса проведут на 60 добровольцах
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
723,"Испытания вакцины «Вектора» от коронавируса проведут на 60 добровольцах
",ProductSentiRus,142,0,0.0,142,100.0
724,"Испытания вакцины «Вектора» от коронавируса проведут на 60 добровольцах
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
725,"Испытания вакцины «Вектора» от коронавируса проведут на 60 добровольцах
",SentiRusColl,142,0,0.0,142,100.0
726,"Кабмин допустил рассмотрение COVID-19 как форс-мажора по договорам аренды
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
727,"Кабмин допустил рассмотрение COVID-19 как форс-мажора по договорам аренды
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
728,"Кабмин допустил рассмотрение COVID-19 как форс-мажора по договорам аренды
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
729,"Кабмин допустил рассмотрение COVID-19 как форс-мажора по договорам аренды
",ProductSentiRus,142,0,0.0,142,100.0
730,"Кабмин допустил рассмотрение COVID-19 как форс-мажора по договорам аренды
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
731,"Кабмин допустил рассмотрение COVID-19 как форс-мажора по договорам аренды
",SentiRusColl,142,0,0.0,142,100.0
732,"Путин заявил об ухудшении ситуации с коронавирусом в России
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
733,"Путин заявил об ухудшении ситуации с коронавирусом в России
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
734,"Путин заявил об ухудшении ситуации с коронавирусом в России
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
735,"Путин заявил об ухудшении ситуации с коронавирусом в России
",ProductSentiRus,142,0,0.0,142,100.0
736,"Путин заявил об ухудшении ситуации с коронавирусом в России
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
737,"Путин заявил об ухудшении ситуации с коронавирусом в России
",SentiRusColl,142,0,0.0,142,100.0
738,"В Совфеде назвали способы отследить покидающих дома москвичей
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
739,"В Совфеде назвали способы отследить покидающих дома москвичей
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
740,"В Совфеде назвали способы отследить покидающих дома москвичей
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
741,"В Совфеде назвали способы отследить покидающих дома москвичей
",ProductSentiRus,142,0,0.0,142,100.0
742,"В Совфеде назвали способы отследить покидающих дома москвичей
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
743,"В Совфеде назвали способы отследить покидающих дома москвичей
",SentiRusColl,142,0,0.0,142,100.0
744,"Власти предложили продлить нерабочие недели в России
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
745,"Власти предложили продлить нерабочие недели в России
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
746,"Власти предложили продлить нерабочие недели в России
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
747,"Власти предложили продлить нерабочие недели в России
",ProductSentiRus,142,0,0.0,142,100.0
748,"Власти предложили продлить нерабочие недели в России
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
749,"Власти предложили продлить нерабочие недели в России
",SentiRusColl,142,0,0.0,142,100.0
750,"В московском метро появится разметка для соблюдения дистанции
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
751,"В московском метро появится разметка для соблюдения дистанции
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
752,"В московском метро появится разметка для соблюдения дистанции
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
753,"В московском метро появится разметка для соблюдения дистанции
",ProductSentiRus,142,0,0.0,142,100.0
754,"В московском метро появится разметка для соблюдения дистанции
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
755,"В московском метро появится разметка для соблюдения дистанции
",SentiRusColl,142,0,0.0,142,100.0
756,"Мосгордума приняла закон о штрафах для нарушителей самоизоляции
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
757,"Мосгордума приняла закон о штрафах для нарушителей самоизоляции
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
758,"Мосгордума приняла закон о штрафах для нарушителей самоизоляции
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
759,"Мосгордума приняла закон о штрафах для нарушителей самоизоляции
",ProductSentiRus,142,0,0.0,142,100.0
760,"Мосгордума приняла закон о штрафах для нарушителей самоизоляции
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
761,"Мосгордума приняла закон о штрафах для нарушителей самоизоляции
",SentiRusColl,142,0,0.0,142,100.0
762,"Мэрия Москвы опровергла данные о продлении самоизоляции до конца апреля
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
763,"Мэрия Москвы опровергла данные о продлении самоизоляции до конца апреля
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
764,"Мэрия Москвы опровергла данные о продлении самоизоляции до конца апреля
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
765,"Мэрия Москвы опровергла данные о продлении самоизоляции до конца апреля
",ProductSentiRus,142,0,0.0,142,100.0
766,"Мэрия Москвы опровергла данные о продлении самоизоляции до конца апреля
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
767,"Мэрия Москвы опровергла данные о продлении самоизоляции до конца апреля
",SentiRusColl,142,0,0.0,142,100.0
768,"В Ереване из-за коронавируса впервые в истории закрыли метро
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
769,"В Ереване из-за коронавируса впервые в истории закрыли метро
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
770,"В Ереване из-за коронавируса впервые в истории закрыли метро
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
771,"В Ереване из-за коронавируса впервые в истории закрыли метро
",ProductSentiRus,142,0,0.0,142,100.0
772,"В Ереване из-за коронавируса впервые в истории закрыли метро
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
773,"В Ереване из-за коронавируса впервые в истории закрыли метро
",SentiRusColl,142,0,0.0,142,100.0
774,"В Минздраве оценили готовность регионов к борьбе с коронавирусом
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
775,"В Минздраве оценили готовность регионов к борьбе с коронавирусом
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
776,"В Минздраве оценили готовность регионов к борьбе с коронавирусом
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
777,"В Минздраве оценили готовность регионов к борьбе с коронавирусом
",ProductSentiRus,142,0,0.0,142,100.0
778,"В Минздраве оценили готовность регионов к борьбе с коронавирусом
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
779,"В Минздраве оценили готовность регионов к борьбе с коронавирусом
",SentiRusColl,142,0,0.0,142,100.0
780,"Генпрокуратура нашла в Сети новые фейки про коронавирус
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
781,"Генпрокуратура нашла в Сети новые фейки про коронавирус
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
782,"Генпрокуратура нашла в Сети новые фейки про коронавирус
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
783,"Генпрокуратура нашла в Сети новые фейки про коронавирус
",ProductSentiRus,142,0,0.0,142,100.0
784,"Генпрокуратура нашла в Сети новые фейки про коронавирус
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
785,"Генпрокуратура нашла в Сети новые фейки про коронавирус
",SentiRusColl,142,0,0.0,142,100.0
786,"В Оренбурге начали проверку после утечки данных о прибывших из-за рубежа
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
787,"В Оренбурге начали проверку после утечки данных о прибывших из-за рубежа
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
788,"В Оренбурге начали проверку после утечки данных о прибывших из-за рубежа
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
789,"В Оренбурге начали проверку после утечки данных о прибывших из-за рубежа
",ProductSentiRus,142,0,0.0,142,100.0
790,"В Оренбурге начали проверку после утечки данных о прибывших из-за рубежа
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
791,"В Оренбурге начали проверку после утечки данных о прибывших из-за рубежа
",SentiRusColl,142,0,0.0,142,100.0
792,"В Саратове возникли очереди из-за выдачи спецпропусков
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
793,"В Саратове возникли очереди из-за выдачи спецпропусков
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
794,"В Саратове возникли очереди из-за выдачи спецпропусков
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
795,"В Саратове возникли очереди из-за выдачи спецпропусков
",ProductSentiRus,142,0,0.0,142,100.0
796,"В Саратове возникли очереди из-за выдачи спецпропусков
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
797,"В Саратове возникли очереди из-за выдачи спецпропусков
",SentiRusColl,142,0,0.0,142,100.0
798,"В Минздраве заявили о передаче коронавируса половым путем
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
799,"В Минздраве заявили о передаче коронавируса половым путем
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
800,"В Минздраве заявили о передаче коронавируса половым путем
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
801,"В Минздраве заявили о передаче коронавируса половым путем
",ProductSentiRus,142,0,0.0,142,100.0
802,"В Минздраве заявили о передаче коронавируса половым путем
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
803,"В Минздраве заявили о передаче коронавируса половым путем
",SentiRusColl,142,0,0.0,142,100.0
804,"В «Росатоме» сообщили о четырех заболевших коронавирусной инфекцией
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
805,"В «Росатоме» сообщили о четырех заболевших коронавирусной инфекцией
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
806,"В «Росатоме» сообщили о четырех заболевших коронавирусной инфекцией
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
807,"В «Росатоме» сообщили о четырех заболевших коронавирусной инфекцией
",ProductSentiRus,142,0,0.0,142,100.0
808,"В «Росатоме» сообщили о четырех заболевших коронавирусной инфекцией
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
809,"В «Росатоме» сообщили о четырех заболевших коронавирусной инфекцией
",SentiRusColl,142,0,0.0,142,100.0
810,"Врачи объяснили высокую смертность в Италии последствиями эпидемии гриппа
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
811,"Врачи объяснили высокую смертность в Италии последствиями эпидемии гриппа
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
812,"Врачи объяснили высокую смертность в Италии последствиями эпидемии гриппа
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
813,"Врачи объяснили высокую смертность в Италии последствиями эпидемии гриппа
",ProductSentiRus,142,0,0.0,142,100.0
814,"Врачи объяснили высокую смертность в Италии последствиями эпидемии гриппа
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
815,"Врачи объяснили высокую смертность в Италии последствиями эпидемии гриппа
",SentiRusColl,142,0,0.0,142,100.0
816,"В Белоруссии умер второй пациент с коронавирусом
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
817,"В Белоруссии умер второй пациент с коронавирусом
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
818,"В Белоруссии умер второй пациент с коронавирусом
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
819,"В Белоруссии умер второй пациент с коронавирусом
",ProductSentiRus,142,0,0.0,142,100.0
820,"В Белоруссии умер второй пациент с коронавирусом
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
821,"В Белоруссии умер второй пациент с коронавирусом
",SentiRusColl,142,0,0.0,142,100.0
822,"Ростуризм отчитался о возвращении почти всех организованных туристов
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
823,"Ростуризм отчитался о возвращении почти всех организованных туристов
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
824,"Ростуризм отчитался о возвращении почти всех организованных туристов
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
825,"Ростуризм отчитался о возвращении почти всех организованных туристов
",ProductSentiRus,142,0,0.0,142,100.0
826,"Ростуризм отчитался о возвращении почти всех организованных туристов
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
827,"Ростуризм отчитался о возвращении почти всех организованных туристов
",SentiRusColl,142,0,0.0,142,100.0
828,"Оперштаб заявил о лечении на дому более 500 москвичей с коронавирусом
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
829,"Оперштаб заявил о лечении на дому более 500 москвичей с коронавирусом
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
830,"Оперштаб заявил о лечении на дому более 500 москвичей с коронавирусом
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
831,"Оперштаб заявил о лечении на дому более 500 москвичей с коронавирусом
",ProductSentiRus,142,0,0.0,142,100.0
832,"Оперштаб заявил о лечении на дому более 500 москвичей с коронавирусом
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
833,"Оперштаб заявил о лечении на дому более 500 москвичей с коронавирусом
",SentiRusColl,142,0,0.0,142,100.0
834,"Дума приняла поправки о кредитных каникулах для граждан и малого бизнеса
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
835,"Дума приняла поправки о кредитных каникулах для граждан и малого бизнеса
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
836,"Дума приняла поправки о кредитных каникулах для граждан и малого бизнеса
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
837,"Дума приняла поправки о кредитных каникулах для граждан и малого бизнеса
",ProductSentiRus,142,0,0.0,142,100.0
838,"Дума приняла поправки о кредитных каникулах для граждан и малого бизнеса
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
839,"Дума приняла поправки о кредитных каникулах для граждан и малого бизнеса
",SentiRusColl,142,0,0.0,142,100.0
840,"В Мосгордуме сообщили о результатах тестирования депутатов на коронавирус
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
841,"В Мосгордуме сообщили о результатах тестирования депутатов на коронавирус
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
842,"В Мосгордуме сообщили о результатах тестирования депутатов на коронавирус
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
843,"В Мосгордуме сообщили о результатах тестирования депутатов на коронавирус
",ProductSentiRus,142,0,0.0,142,100.0
844,"В Мосгордуме сообщили о результатах тестирования депутатов на коронавирус
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
845,"В Мосгордуме сообщили о результатах тестирования депутатов на коронавирус
",SentiRusColl,142,0,0.0,142,100.0
846,"Еще в двух регионах России ограничили продажу алкоголя из-за коронавируса
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
847,"Еще в двух регионах России ограничили продажу алкоголя из-за коронавируса
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
848,"Еще в двух регионах России ограничили продажу алкоголя из-за коронавируса
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
849,"Еще в двух регионах России ограничили продажу алкоголя из-за коронавируса
",ProductSentiRus,142,0,0.0,142,100.0
850,"Еще в двух регионах России ограничили продажу алкоголя из-за коронавируса
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
851,"Еще в двух регионах России ограничили продажу алкоголя из-за коронавируса
",SentiRusColl,142,0,0.0,142,100.0
