lemma;sentiment
причины;0
собрать;0
перестраховка;1
успокаивать;1
успокоило;0
обнадеживающим;0
скидка;1
бунтарь;-1
бунт;0
возродиться;0
отскок;0
перестраивать;0
упрек;-1
опровергать;-1
непокорный;-1
отзыв;0
переделка;1
убывать;0
отступая;0
квитанция;0
поступления;0
получено;1
получатель;0
получение;1
недавний;0
вместилище;0
прием;0
выемка;0
выемки;0
спад;-1
NO TRANSLATION;1
рецидив;-1
рецепт;0
получатель;0
обоюдный;0
отвечать взаимностью;1
взаимность;0
декламация;0
декламация;0
декламировать;0
опрометчивый;-1
безрассудство;-1
расплата;0
мелиорация;1
откидывать;1
отшельник;0
признание;0
узнаваемый;1
признанное;0
отдача;0
вспоминать;0
сосредоточенность;0
рекомбинантный;0
рекомбинация;0
рекомендовать;1
рекомендация;0
возмещение;0
примириться;0
сверка;1
разведывательный;0
пересматривать;0
повторное рассмотрение;1
восстановление;0
реконструировать;1
реконструкция;1
запись;0
самописец;1
запись;0
пересчитывать;0
отыгрываться;1
обращение;0
извлекаемые;0
восстановление;1
отдых;1
развлекательный;1
нанимать на работу;0
наем;0
призывники;0
прямоугольник;0
прямоугольный;0
выпрямление;0
исправлять;1
ректор;0
дом приходского священника;0
лежачий;0
рекуперация;0
рецидивировать;0
повторение;0
возвратный;0
повторяющаяся;0
рекурсия;0
рекурсивный;0
рекурсивно;0
красный;0
красновато;0
выкуп;1
покраснение;0
возмещение;1
уменьшенный;0
сокращение;0
избыточность;0
избыточный;-1
тростник;0
риф;0
рифы;0
бобина;0
NO TRANSLATION;0
судья;0
Справка;0
референдум;0
усовершенствовать;1
утонченность;1
Очистительный завод;0
рафинирование;0
ремонт;0
отражать;0
отражающий;0
отражение;0
отражающий;0
отражатель;0
рефлекс;0
рефлюкс;-1
реформа;1
реформация;1
реформатор;1
преломление;0
рефрактор;0
огнеупорный;-1
воздерживаться;0
сдерживание;0
освежающий;1
замораживать;0
холодильный;0
холодильник;0
убежище;0
беженец;0
возврат;0
обновлять;1
отказ;-1
отказаться;-1
отказалась;-1
отказывающийся;0
опровержение;0
опровергать;0
вернуть себе;0
царственный;1
регалии;0
регата;0
регентство;0
регенерировать;0
регенерация;0
регент;1
режим;0
режим;0
полк;0
область;0
региональный;0
регионализм;0
регистр;0
регистратор;0
постановка на учет;0
реестр;0
регрессировать;-1
регрессия;-1
регрессивный;0
сожаление;-1
прискорбный;-1
сожалел;-1
сожалея;-1
регулярный;0
регулярность;1
завсегдатаи;0
регулировать;1
регулируется;0
регулирование;0
регулятивный;-1
регургитация;0
реабилитировать;1
реабилитация;1
репетиция;0
царствовать;0
возмещать;1
возмещение;1
поводья;-1
северный олень;0
усиливать;0
армирование;1
подкрепление;0
поводья;0
переустанавливать;0
восстанавливать;1
восстановление;0
реинвестировать;0
реинвестирование;0
повторять;0
отклонять;-1
отвергнуто;-1
отказ;-1
отвергает;-1
радоваться;1
радость;1
присоединиться;0
омолаживать;1
помолодевшим;1
возродить;0
рецидив;-1
иметь отношение;0
Связанный;0
связь;0
отношения;0
относительный;0
относительность;0
слабительное;0
отдых;1
расслабленный;0
реле;0
выпуск;0
выпущенный;0
высылка;-1
NO TRANSLATION;0
Соответствующий;1
надежность;1
надежный;1
опора;1
реликвия;0
реликвии;0
облегчение;1
освободив;1
религия;0
религиозная;0
отказываться;-1
смаковать;0
нежелание;0
неохотный;-1
остаток;0
осталось;0
остатки;0
переделка;1
возвращение под стражу;-1
замечание;0
замечательный;1
NO TRANSLATION;1
исправительный;-1
средство;1
запомнить;0
вспомнил;0
вспоминание;0
память;0
напоминать;0
напоминание;0
непростительно;-1
ремиссия;1
переводить;0
денежный перевод;0
остаток;0
переделывать;1
раскаяние;-1
дистанционный пульт;0
удаленность;0
удаление;-1
Удалить;-1
вознаграждение;0
Ренессанс;1
NO TRANSLATION;-1
NO TRANSLATION;-1
оказывать;1
оказание;0
свидание;0
исполнение;0
ренегат;-1
обновление;1
отрекаться;-1
ремонтировать;1
отремонтированный;0
ремонт;1
известность;1
прославленный;1
аренда;0
аренда;0
наймодатель;0
отречение;-1
реорганизации;0
реорганизовывать;1
ремонт;0
репарация;1
погашать;1
погашение;0
отмена;0
повторение;0
повторный;0
неоднократно;0
повторитель;0
NO TRANSLATION;-1
отталкивающий;-1
отталкивающий;-1
каяться;1
покаяние;0
репертуар;0
репертуар;0
повторение;0
замещать;0
замена;0
пополнять;1
переполненный;1
копирование;0
Ответить;0
доклад;0
сообщается;0
репортер;1
покоиться;1
переставить;0
хранилище;0
представление;0
представитель;0
представленный;1
представляющий;0
репрессировать;-1
подавленный;0
подавление;-1
передышка;0
выговор;-1
переиздание;-1
расправа;-1
реприз;0
упрекать;-1
воспроизводить;0
воспроизведение;0
репродуктивный;1
рептилия;0
республика;-1
республиканец;0
отречение;-1
отталкивание;-1
выкуп;0
уважаемый;1
репутации;0
репутация;0
запрос;0
реквием;0
обязательный;0
требование;0
реквизит;0
реквизиция;0
расторгать;-1
аннулирование;-1
спасение;1
исследование;0
резекция;0
сходство;0
походить;0
похожий;0
возмущаться;-1
обиженный;-1
чувство обиды;-1
бронирование;0
резерв;1
зарезервированный;0
резервы;0
резервуар;0
проживать;0
резиденция;0
места жительства;0
резидент;1
остаточный;0
остаток;0
в отставку;-1
отставка;-1
подал в отставку;-1
упругость;0
упругий;1
смола;0
оказывать сопротивление;-1
сопротивление;-1
резистентный;-1
сопротивляются;-1
могущий оказать сопротивление;1
решительный;0
решительно;1
разрешающая способность;0
разрешить;0
решены;0
резонанс;0
резонирующий;0
резонировать;0
резонатор;0
курорт;0
звучный;0
Ресурсы;1
уважение;1
респектабельность;1
респектабельный;1
уважаемый;0
почтительный;1
относительно;1
соответственный;0
почтение;1
дыхание;0
противогаз;0
передышка;1
блистательный;1
отвечать;0
ответчик;0
ответ;0
обязанность;0
ответственность;1
отзывчивый;1
отдых;1
ресторан;0
успокоительное;1
реституция;1
неугомонность;0
восстановление;0
укрепляющий;1
восстановлен;0
восстановление;1
сдерживать;-1
сдержанный;0
сдержанность;1
ограничивать;-1
ограниченный;0
ограничение;-1
ограничительный;-1
результат;0
результирующий;0
возобновление;1
воскрешение;0
оживление;0
розничная торговля;0
розничный торговец;0
сохранить;0
удерживающий;0
пересдавать;0
мстить;-1
воздаяние;-1
репрессивный;-1
запаздывание;-1
запаздывание;-1
удержание;1
сохраняющий;0
скрытный;-1
сетчатка;0
в отставке;0
выход на пенсию;0
выбывающий;0
пересказывали;0
реторта;-1
прослеживать;0
втягиваться;-1
втягивание;-1
ретраншемент;-1
воздаяние;-1
поиск;0
извлекать;0
ретривера;0
обратная сила;0
ретроградный;-1
взгляд в прошлое;0
ретроспективный;0
ретроспективно;0
вернуть;0
воссоединение;1
выявить;0
упиваться;1
откровение;0
пирушка;1
жажда мести;-1
доход;0
реверберация;0
благоговеть;1
благоговение;1
почтенный;1
благоговейный;0
мечтательность;1
реверс;-1
задний ход;0
реверсия;0
возвращаться;0
возвращаясь;0
обзор;0
рецензент;0
сверка;1
пересмотр;0
вернуться;0
возрождение;1
возрождать;0
отзыв;-1
отзывать;-1
восстание;-1
отвратительный;-1
революция;0
революционер;1
революционизировать;0
вращаться;0
револьвер;-1
отвращение;-1
награда;1
риторика;0
риторический;0
ревматизм;-1
рифма;0
рифмующий;0
ритм;1
ритмичный;1
ребро;0
ребристый;0
лента;1
рис;0
богатство;0
богатство;1
стог;0
покосившийся;-1
избавиться;0
избавление;0
загадка;0
пронизана;-1
поездка;0
наездник;1
хребет;0
осмеяние;-1
смешной;-1
верховая езда;0
изобилующий;-1
винтовка;-1
винтовки;0
перекат;-1
установка;0
такелаж;0
праведный;1
правомерный;1
правильно;1
жесткий;-1
жесткость;-1
строгость;-1
тщательный;-1
ободок;0
кожура;0
кольцо;0
звонарь;-1
звонкий;0
каток;0
полоскать;0
бунт;-1
буйный;-1
прибрежная полоса;0
созревший;1
созревать;1
дозревание;0
пульсация;0
подъем;0
поднимающийся;1
риск;-1
рискованный;-1
обряд;0
ритуал;0
ритуалистический;0
соперник;0
соперничество;-1
река;0
берег реки;0
заклепка;0
заклепками;0
клепки;1
Дорога;0
дороги;0
родстер;1
мостовая;0
странствовать;0
рев;0
обжиг;0
грабить;-1
грабитель;-1
грабеж;-1
халат;0
робот;0
робототехника;0
крепкий;1
птица рух;0
камень;1
ракета;0
горные породы;0
стержень;1
икра;0
Изгой;-1
роль;0
рулон;0
ролик;0
валки;0
бесшабашный;1
прокатка;0
романс;1
романтик;1
романтизм;1
возня;1
крыша;0
ладья;-1
комната;0
вместительный;0
насест;0
петух;0
корень;0
укоренившийся;1
веревка;0
четки;0
Роза;0
Розмари;0
розочка;0
список;0
румяный;1
гниль;-1
расписание дежурств;1
ротационный;0
вращаться;0
вращение;0
наизусть;0
ротор;0
гниющих;-1
румяна;0
грубый;0
грубо;0
шероховатость;-1
рулетка;0
круглый;0
окольный;0
закругленный;0
округлять;0
будить;0
демагог;0
возбуждающий;0
NO TRANSLATION;-1
маршрут;0
рутинный;1
пират;0
бродячий;0
ряд;-1
дебошир;-1
королевский;0
роялти;1
натирать;0
ластик;0
галоши;0
натирание;0
мусор;-1
щебень;-1
рубрика;1
Рубин;0
руль направления;0
румяный;0
зачаточный;0
начатки;0
рута;-1
ерш;0
рябить;-1
коврик;0
прочный;-1
разорение;-1
разрушенный;-1
губительный;-1
руины;0
правило;0
линейка;0
господствующий;0
ром;0
громыхание;0
рыться;0
слух;-1
Ходят слухи;0
крестец;0
убегай;-1
руны;0
ступенька;0
бегун;0
Бег;0
ВПП;0
разрыв;-1
сельская местность;0
NO TRANSLATION;-1
порыв;0
ржавчина;-1
простоватый;0
шелест;0
ржавый;-1
борозда;0
Рут;1
беспощадный;-1
рожь;0
NO TRANSLATION;-1
соболь;0
саботаж;-1
мешок;0
мешок;0
причастие;0
священный;0
жертвы;-1
седло;0
грустно;-1
печаль;-1
безопасно;1
защита;1
хранение;0
безопасность;0
шафран;0
провисать;-1
сага;0
шалфей;1
паруса;0
парусный спорт;0
матрос;0
святой;1
безгрешный;1
салат;0
саламандра;0
зарплата;1
продажа;0
продавец;0
выступ;1
солевой;0
слюна;0
Салли;0
салон;0
салон;0
поваренная соль;0
соленый;0
целительный;1
приветствие;0
отдать честь;1
спасение;0
спасение;1
тешить;1
самба;0
одинаковость;0
самурай;1
освящение;1
освященный;0
освящать;1
санкция;0
санкционированных;0
священность;0
святилище;1
песок;0
сандал;0
шлифовальная машинка;0
пески;0
Сэнди;0
в своем уме;0
жизнерадостный;1
гигиенический;1
вменяемость;0
NO TRANSLATION;0
живица;-1
сапфир;0
сочный;0
сарказм;-1
саркома;-1
сардонический;-1
кушак;0
сатанинский;-1
ранец;0
NO TRANSLATION;0
спутник;0
сатин;1
сатира;0
сатирический;0
удовлетворение;0
удовлетворительно;1
доволен;1
насыщать;0
насыщенный;-1
насыщение;0
соус;0
кастрюля;0
блюдце;0
дерзкий;0
NO TRANSLATION;0
сауна;0
дикарь;-1
дикость;-1
саванна;0
спасти;1
экономия;0
экономия;1
Вкус;1
чабер;1
здравый смысл;1
опилки;0
саксофон;0
саксофон;0
парша;-1
ножны;0
строительные леса;-1
строительные леса;0
масштаб;0
Весы;0
гребешок;0
скальп;0
скальпель;-1
чешуйчатый;-1
сканирование;0
скандал;-1
скандальный;-1
скудный;-1
черешок;0
козел отпущения;-1
шрам;-1
скарабей;0
дефицитный;-1
едва;-1
дефицит;-1
попугать;-1
чучело;0
шарф;0
алый;0
разброс;0
разбросанный;0
рассеяние;0
мусорщик;-1
место действия;0
декорации;0
сценический;0
нюх;0
скептический;0
скептицизм;0
схематический;0
схема;-1
схизма;-1
шизофрения;-1
ученый;1
ученый;0
ученость;1
школа;0
школьник;0
учеба в школе;0
школьный учитель;0
шхуна;0
ишиас;-1
наука;0
научный;1
ученый;1
NO TRANSLATION;1
сверкание;0
сцинтиллятор;0
отпрыск;0
ножницы;0
издеваться;-1
ругать;-1
нагоняй;-1
совок;0
объем;0
палящий;-1
Гол;1
множество;0
презирать;-1
скорпион;-1
скотч;-1
негодяй;-1
рыскать;0
бич;-1
разведчик;0
рыться;0
свалка;0
скремблирования;-1
скрести;0
скрепи;-1
выскабливание;0
царапина;0
орать;-1
кричащий;-1
визг;-1
экран;0
отвертка;0
пьяный;-1
мазня;0
писец;1
потасовка;-1
сума;0
скрипт;1
библейский;0
священное писание;0
свиток;0
скраб;-1
восхитительный;1
щепетильный;0
тщательно исследовать;-1
исследование;-1
скульптор;0
скульптура;1
рельефная;0
сволочь;-1
море;1
морское побережье;0
печать;1
морские котики;0
шов;0
матрос;0
бесшовный;0
швея;0
морской порт;0
высушивать;-1
поиск;0
поиск;0
притупленный;0
Приморский;0
время года;0
закаленный;1
приправа;0
сиденье;0
отложение;-1
уединенный;-1
уединение;0
вторичный;0
NO TRANSLATION;-1
секретность;0
секрет;0
секретариат;1
секретарь;0
выделять;0
секреция;-1
скрытный;-1
тайно;0
секта;0
сектант;-1
секционный;0
сектор;0
светский;0
секуляризм;0
ценные бумаги;0
безопасность;0
NO TRANSLATION;0
степенный;0
успокоительное;0
сидячий;0
осока;0
отстой;0
осадочный;0
крамола;-1
соблазнять;-1
соблазняющий;0
обольщение;-1
соблазнительный;0
семя;0
саженец;0
искать;0
ищущий;0
по-видимому;0
провидец;0
кипящая;0
сегмент;0
разделяться;-1
сегрегированный;-1
сегрегация;0
воспользоваться;-1
захват;0
редко;0
Выбрать;0
выбор;0
эгоистичный;-1
эгоизм;-1
продавать;0
продавец;0
семафор;0
видимость;0
сперма;0
точка с запятой;0
плодотворный;0
семинар;0
семинария;0
семиотика;0
сенат;0
сенатор;0
Отправить;0
физиологическое старение;0
старческий;-1
старшая;0
старшинство;1
ощущение;0
сенсационный;1
смысл;1
бессмысленный;-1
чувств;0
обидчивость;1
здраво;1
чувствительный;0
сенсорный;0
чувственный;0
чувственность;1
чувственный;1
предложение;-1
чувствующий;0
настроение;0
сентиментальный;1
сентиментальность;1
страж;1
караул;0
отделимый;0
отдельный;0
в отдельности;0
разделение;0
сепаратистский;-1
сепия;0
сепсис;-1
NO TRANSLATION;0
септический;-1
перегородка;0
продолжение;0
последовательность;0
последовательный;0
изолированный;0
секвестр;-1
безмятежный;-1
безмятежность;1
сержант;0
последовательный;0
серии;0
засечка;0
серьезность;0
проповедь;1
змей;-1
змеевик;0
зазубренный;0
сыворотка;1
служащий;-1
обслуживать;-1
оказание услуг;0
исправный;0
холопский;-1
сервитут;-1
NO TRANSLATION;0
сессия;0
сессий;0
задавать;0
регресс;-1
NO TRANSLATION;0
сеттер;0
селиться;0
решен;0
отстойник;0
доверитель;1
седьмой;0
семьдесят;0
разрывать;-1
делимый;0
отдельно;0
разрыв;0
сильно;0
строгость;0
шить;0
сточная вода;-1
сточная труба;0
канализация;-1
секс;1
сексуальность;0
сексуальный;0
потертый;-1
лачуга;-1
дужка;-1
тень;0
оттенков;0
затенение;0
тень;0
смутный;0
сомнительный;-1
вал;0
махорка;0
мохнатый;0
встряхивать;0
встряхивают;0
сотрясение;-1
непрочный;-1
фиктивный;-1
шаман;0
бойня;-1
позор;-1
постыдный;-1
бесстыдный;-1
Шанхай;-1
хвостовик;0
лачуга;0
форма;1
стройный;1
доля;1
акционер;0
акула;-1
точить;0
заточены;0
точилка;0
Острота;0
раздробить;-1
разрушенной;-1
брить;0
бритье;0
шаль;0
пучок;0
сдвиг;0
ножницы;0
ножны;0
обшивка;0
сарай;-1
блеск;0
овца;0
отвесный;0
лист;0
полка;0
оболочка;-1
моллюск;0
укрытие;1
сукно;-1
пасти;1
шериф;0
шерри;0
щит;0
сдвиг;0
переключение;0
шиллинг;0
мерцать;0
голень;0
блеск;1
галька;0
блестящий;1
блестящий;0
корабль;0
отгрузка;0
Перевозка;0
кораблекрушение;-1
графство;0
Рубашка;0
дерьмо;-1
дрожать;-1
Дрожание;0
косяки;0
шок;-1
потрясающе;0
дрянной;-1
башмак;0
сапожник;0
стрелять;-1
стрелок;0
стрельба;-1
магазин;0
лавочник;0
воровство в магазинах;-1
поход по магазинам;1
берег;0
стриженый;0
короткая;0
нехватка;-1
недостаток;-1
укорачивать;0
укорачивание;0
стенография;0
вскоре;0
краткость;0
шорты;0
выстрел;-1
дробовик;0
плечо;1
окрик;0
совать;-1
лопата;0
лопатой;0
показать;0
душ;0
показ;0
эффектный;-1
шрапнель;0
шинковать;0
проницательный;1
визг;-1
пронзительный;-1
креветка;0
святыня;0
сокращаться;-1
сокращение;0
пелена;0
кустарник;0
кустарник;0
пожимание плечами;0
сжавшийся;-1
содрогаться;-1
шарканье;0
шарканье;0
гнушаться;-1
шунт;0
закрыть;0
затвор;0
челнок;0
NO TRANSLATION;0
так;0
больной;-1
тошнотворный;-1
серп;0
тошнотворный;-1
болезнь;-1
боковая сторона;0
сервант;0
обходить;0
вбок;0
осада;0
сиеста;0
сито;0
просеивание;0
вздох;0
взгляд;0
знак;0
сигнал;0
подпись;0
значение;0
значительное;0
значение;0
означать;0
указательный столб;0
бесшумный;0
молча;0
силуэт;0
шелк;1
вкрадчивый;0
шелковистый;0
подоконник;0
глупость;0
глупый;-1
ил;0
Серебряный;0
серебристый;0
аналогичный;0
сходство;0
NO TRANSLATION;0
кипятить на медленном огне;0
кипение;0
просто;0
NO TRANSLATION;0
упрощать;1
просто;0
моделировать;0
симулированный;0
имитирующий;0
моделирование;0
одновременный;0
одновременно;0
NO TRANSLATION;-1
искренний;1
искренность;1
грешный;-1
петь;1
певец;0
Один;0
отдельно;1
единственное число;0
особенность;0
особенно;0
зловещий;-1
раковина;0
грешник;-1
грешить;-1
пазуха;0
глоток;0
сифон;0
сэр;1
сир;0
сирена;-1
неженка;-1
сестра;0
сестринская община;1
сайт;0
Sith;0
сидящий;0
располагать;0
расположенный;0
ситуация;0
шестой;0
шестьдесят;0
размер;0
шипение;0
кататься на коньках;0
катание на коньках;0
неразбериха;0
скелет;0
скептик;0
скептический;-1
скептицизм;0
эскиз;0
отрывочный;-1
перекос;-1
вертел;0
лыжа;0
занос;-1
скиф;0
умение;0
искусный;1
сковорода;0
искусный;1
обезжиренное;0
кожа;0
тощий;0
пропускать;-1
шкипер;0
перестрелка;-1
юбка;0
плинтус;0
юбки;0
капустник;0
череп;0
скунс;0
небо;1
небоскреб;0
горбыль;0
слабина;-1
шлак;-1
хлопать;-1
клевета;-1
клеветнический;-1
сленг;0
скос;0
пощечина;-1
слэш;0
косые;0
шифер;1
сланцы;0
убой скота;-1
скотобойня;-1
забой;-1
рабыня;-1
рабство;-1
сражать;-1
убийца;-1
салазки;0
гладкий;1
спать;0
шпала;0
спать;0
бессонница;0
сонный;0
дождь со снегом;-1
рукав;0
безрукавный;0
санки;0
ловкость;0
стройный;1
сыщик;0
кусочек;0
скользкий;0
горка;0
скольжение;0
незначительный;0
немного;0
стройное;1
тина;0
слизистый;-1
строп;0
недоносок;-1
слип;-1
тапочка;0
домашние тапочки;0
щель;0
откалываться;0
лозунг;0
шлюп;0
NO TRANSLATION;-1
скат;0
небрежный;-1
слот;0
леность;-1
сутулость;-1
вспучиваться;-1
медленный;0
медленно;0
медлительность;-1
отстой;-1
слизень;-1
медлительный;-1
водовод;0
трущобы;-1
дремота;0
резкое падение;-1
марашка;-1
слякоть;-1
шлюха;-1
лукавый;-1
хлопать;-1
маленький;-1
меньше;0
наименьшее;0
громить;-1
разбили;-1
поверхностное знание;-1
мазок;0
запах;-1
обоняние;-1
плавить;0
улыбка;1
улыбается;1
ухмылка;-1
ударять;-1
кузнец;0
пораженный;1
курильщик;-1
дымчато;0
курение;0
дымчатый;0
тлеющий;0
гладко;0
ровность;1
душить;-1
мазаться;-1
самодовольный;-1
провозить;-1
контрабандист;-1
контрабанда;-1
головня;-1
закуска;0
закуски;0
загвоздка;-1
коряги;-1
улитка;0
змея;-1
щелчок;0
снимок;0
западня;-1
огрызаться;-1
рычание;-1
урвать;0
ябеда;-1
кроссовки;0
подлый;-1
насмешка;-1
чихать;-1
чихание;0
ржание;1
ехидный;-1
сопение;0
надрез;0
бекас;0
отрывок;0
сноб;-1
выслеживающий;0
вздремнуть;0
храп;0
фырканье;0
рыло;0
снег;0
снежный шар;0
снежинка;0
снежно;0
нюхательный табак;0
впитывать;-1
намокание;0
мыло;0
мыльный;0
парящий;0
NO TRANSLATION;-1
трезвость;1
Soc;0
футбольный;0
общительный;1
Социальное;0
социализм;0
социалист;-1
общество;0
носок;0
разъем;0
дерн;0
диван;0
размягчение;0
мягкость;0
нудный;0
почва;-1
испачканный;-1
временное пребывание;0
утешение;1
солнечный;0
припой;0
паять;0
солдат;1
единственный;0
выпрашивать;0
домогательство;0
стряпчий;0
твердый;1
солидарность;0
затвердевание;0
затвердевает;0
затвердевать;0
основательность;1
пасьянс;0
уединенный;0
одиночество;0
соло;0
растворимость;0
растворимый;0
решение;1
решать;0
кредитоспособность;1
растворитель;0
соматический;-1
угрюмый;-1
сын;0
сонар;1
соната;1
песня;0
сонет;1
звонкий;1
сажа;-1
успокаивать;1
успокаивающий;1
второкурсник;0
сопрано;0
колдун;0
колдовство;-1
противный;-1
воспаленный;-1
тяжко;-1
болезненность;-1
сорго;0
женское общество;0
печаль;-1
скорбный;-1
Сортировать;0
NO TRANSLATION;1
NO TRANSLATION;-1
сортировка;0
NO TRANSLATION;0
бездушный;-1
родственная душа;-1
звук;0
звучащий;0
прочность;1
суп;1
кислый;-1
источник;0
сувенир;0
суверенная;0
суверенитет;0
свиноматка;0
спа;1
пространство;0
просторный;1
лопата;0
пролет;0
спаниель;1
шлепок;-1
трепка;0
лонжерон;0
запасной;0
скудно;0
искра;0
искриться;1
спарринг;0
редкий;0
спазм;-1
размолвка;-1
шпатель;0
порождать;0
оратор;0
Говорящий;0
копье;-1
особый;1
специалист;0
специальность;0
NO TRANSLATION;0
NO TRANSLATION;0
NO TRANSLATION;1
вид;0
конкретный;0
Спецификация;0
образец;0
пятнышко;-1
пестрый;0
функции;0
зрелище;0
очки;0
захватывающий;0
зритель;0
привидение;-1
спектральный;-1
спектрометр;0
спектрофотометр;0
спектроскопия;0
спектр;0
спекулировать;0
спекуляция;-1
умозрительный;0
расширитель;0
речь;1
безмолвный;0
скорость;0
быстро;0
спидометр;0
спидвей;0
быстрый;1
завороженный;0
написание;1
спенсер;0
проводить;0
потраченный;-1
сперма;0
блевать;0
сфера;0
сферический;0
сфинкс;0
пряность;1
острый;0
паук;0
втулка;0
колос;0
с шипами;0
остроконечный;0
проливать;0
вращение;0
спинномозговой;0
шпиндель;0
позвоночник;0
спиннинг;0
незамужняя женщина;-1
колючий;0
спираль;0
шпиль;0
дух;1
настроение;1
духовный;0
духовность;0
вертел;0
озлобленность;-1
злобный;-1
всплеск;0
селезенка;0
великолепный;1
пышность;1
сращивание;0
сплайн;0
лубок;0
осколок;-1
Трещина;-1
расщепление;-1
пускать пыль в глаза;0
портить;-1
спойлер;-1
порча;0
говорил;-1
разговорный;0
представитель;0
губка;-1
губчатый;0
спонсор;1
спонсорство;0
пародия;0
привидение;-1
ложка;0
ложка;0
спорадический;0
спор;0
спорт;0
спортивный;0
виды спорта;0
спортсмен;0
место;0
незапятнанный;1
пятнистый;0
пятнистый;0
супружество;0
супруг;1
носик;0
растяжение связок;-1
растягиваться;0
спрей;0
распространение;0
веселье;-1
дождевание;0
фея;-1
росток;0
ель;1
шпора;0
поддельный;-1
стимулировало;0
рывок;0
шпион;0
команда;0
эскадрилья;0
шквал;-1
чешуйчатый;0
квадрат;0
приземистый;0
скваттер;-1
писк;0
визг;0
брезгливый;-1
выжимать;0
выжимание;0
шумоподавление;-1
косоглазие;0
оруженосец;0
извиваться;-1
белка;0
спринцовка;0
удар ножом;-1
стабильность;0
стабильный;1
стаккато;1
стек;0
сотрудники;0
олень;0
сцена;0
вертячка;0
ошеломляющий;-1
застойный;-1
застой;0
степенный;0
пятно;-1
нержавеющий;1
ступенька;0
лестница;0
лестница;0
доля;0
несвежий;-1
безвыходное положение;0
стебелек;-1
стойло;0
жеребец;1
киосков;0
рослый;1
выносливость;1
печать;0
стоять;0
стандарт;0
стандартизировать;0
постоянный;1
тупик;-1
точка зрения;0
остановка;-1
строфа;0
штапель;0
звезда;1
правый борт;0
крахмал;0
глазеть;0
смотреть;-1
застывший;-1
Звездный свет;1
звездный;1
звезды;0
Начало;0
испугать;-1
поразительный;0
голодание;-1
изморенный голод;-1
голодающий;-1
государство;0
величавый;1
заявление;1
отдельная каюта;0
государственный деятель;0
статический;0
статика;0
станция;0
стационарный;-1
канцелярские товары;0
статистический;0
статистик;0
статор;0
скульптурный;0
статуя;1
статуэтка;0
рост;0
положение дел;1
статут;0
закон;0
стойкий;1
палка;-1
оставаться;0
остались;0
остается;0
земельная собственность;0
стойкий;1
неуклонный;0
украсть;-1
кража;-1
хитрость;0
украдкой;0
скрытый;-1
пароход;0
пароварка;0
пробиваться с боями;0
пароход;0
испаряющийся;0
стали;0
крутой;0
шпиль;0
управлять;0
звездный;1
стебель;0
зловоние;0
трафарет;0
шаг;0
степь;0
меры;0
стереоскопический;0
стереотип;-1
стереотипный;-1
стерильный;-1
стерильность;-1
стерлинг;0
кормовой;-1
стетоскоп;0
тушеное мясо;0
стюард;1
управление;0
придерживаться;0
прилипание;0
липкий;0
жесткий;-1
деревенеть;0
жесткость;-1
душить;-1
подавила;-1
удушающий;0
стигма;-1
NO TRANSLATION;0
стилет;0
мертворожденный;-1
неподвижность;1
ходули;0
стимулирующий;0
стимуляция;0
стимул;0
ужалить;-1
жгучий;-1
скупой;-1
вонь;-1
зловонный;-1
скупиться;-1
оговаривать;0
условие;0
размешать;0
перемешивание;0
стежок;0
акции;0
биржевой брокер;0
чулок;0
акции;-1
украл;0
похищенный;-1
желудок;0
камень;-1
под кайфом;-1
керамические изделия;0
каменистый;0
стул;0
испражнения;-1
сутулость;0
стоп;0
перебой;-1
пробка;0
остановка;0
секундомер;0
место хранения;0
магазин;1
кладезь;0
хранения;0
буря;-1
штурмуя;0
штормовой;-1
история;0
стаут;0
плита;0
набивать;0
двойственная политика;0
Прямо;0
выпрямлять;0
простой;1
немедленно;0
натянутый;-1
пролив;0
проливы;-1
нитка;0
скрученный;-1
незнакомец;-1
придушить;-1
ремень;0
рослый;0
слои;0
стратегическое;1
стратег;1
стратегия;0
стратификация;0
слой;0
слоистые облака;0
солома;0
бездомный;-1
полоса;0
с прожилками;0
NO TRANSLATION;0
стример;0
потоковый;0
улица;0
прочность;1
укреплять;1
укрепление;1
напряженный;0
стресс;-1
протяжение;0
носилки;0
пораженный;0
шагать;0
раздор;-1
забастовка;-1
поразительный;1
поразительно;1
строка;0
волокнистый;0
полоса;-1
полоса;-1
раздетый;-1
прилагать усилия;0
строб;0
Инсульт;-1
прогулка;0
крепость;0
сильно;1
структурный;0
состав;1
борьба;-1
распорка;-1
щетина;0
упрямство;0
коренастый;0
алебастр;0
застрял;0
шпилька;1
шипованных;0
студент;0
изучал;0
студия;0
изучение;1
материал;0
начинка;0
заложенный;-1
спотыкаться;-1
пень;0
ошеломлен;-1
трюк;0
чахлый;-1
огромная важность;0
глупый;-1
тупость;-1
ступор;-1
крепкий;1
осетр;0
заикание;0
свинарник;-1
стиль;0
стильный;0
субатомный;0
подкомиссия;0
подсознание;0
подкожный;0
подразделять;0
подразделение;0
субдукции;0
подчинять;-1
приглушенный;0
NO TRANSLATION;0
предмет;-1
подвергается;-1
подчинение;-1
субъективный;0
покорение;-1
сублимация;1
подсознательный;0
подводная лодка;0
погруженный;0
погружной;0
представление;0
Отправить;0
подчиненный;-1
подчиненность;0
подзаговор;0
вызов в суд;-1
подписываться;0
подписка;0
подпоследовательности;0
последующий;0
впоследствии;0
подмножество;0
утихать;0
оседание;-1
дочернее предприятие;0
